Desert Flower,Liya Kebede|Sally Hawkins|Craig Parkinson|Meera Syal|Anthony Mackie,Sherry Hormann,The extraordinary true story of the woman who crossed the desert and changed the world.,female nudity|africa|rape|based on novel|vagabund,2009
Partly Cloudy,Tony Fucile|Lori Richardson,Peter Sohn,Charming and cute and clever,american football|baby|cloud|alligator|eel,2009
Afro Samurai: Resurrection,Samuel L. Jackson|Lucy Liu|Mark Hamill|Grey Griffin|Zachary Gordon,Fuminori Kizaki,There's no such thing as final vengeance!,samurai,2009
Boogie Woogie,Gillian Anderson|Heather Graham|Amanda Seyfried|Alan Cumming|Danny Huston,Duncan Ward,Seduction. Betrayal. Death. There's an Art to Everything.,independent film|money|ensemble cast|fine art|maneuvering,2009
Echelon Conspiracy,Shane West|Edward Burns|Ving Rhames|Martin Sheen|Steven Elder,Greg Marcks,Security comes at a price...,casino|thriller|surveillance|omaha nebraska,2009
Love and Other Impossible Pursuits,Natalie Portman|Lisa Kudrow|Lauren Ambrose|Anthony Rapp|Scott Cohen,Don Roos,Love makes everything possible.,based on novel,2009
Possession,Sarah Michelle Gellar|Lee Pace|Michael Landes|William B. Davis|Tuva Novotny,Joel Bergvall|Simon Sandquist,What if the person you loved became someone else?,coma|remake,2009
Hunter Prey,Isaac C. Singleton Jr.|Clark Bartram|Damion Poitier|Simon Potter|Erin Gray,Sandy Collora,One man. One alien. One choice.,alien life-form|science fiction,2009
New in Town,RenÃ©e Zellweger|Harry Connick Jr.|J.K. Simmons|Siobhan Fallon|Mike O'Brien,Jonas Elmer,She's an executive on the move. But her career is taking her a little farther than she expected.,minnesota|small town|economy|plants|vegetarian,2009
Me and Orson Welles,Zac Efron|Claire Danes|Christian McKay|Imogen Poots|Zoe Kazan,Richard Linklater,If you want to discover life learn from the master,new york|based on novel|historical figure|theater|1930s,2009
The Private Lives of Pippa Lee,Robin Wright|Alan Arkin|Keanu Reeves|Julianne Moore|Winona Ryder,Rebecca Miller,She lived many lives - except her own.,age difference|sense of guilt|marriage|terminal illness|neighbor,2009
Personal Effects,Michelle Pfeiffer|Ashton Kutcher|Kathy Bates|Spencer Hudson|John Mann,David Hollander,The space between loss and love.,cemetery|dying and death|autopsy,2009
Nine Miles Down,Kate Nauta|Adrian Paul|Meredith Ostrom|Amanda Douge|Anthony Waller,Anthony Waller,Lead us not into temptation but deliver us from evil.,isolation|hallucination|gas|investigation|hell,2009
Prep & Landing,Dave Foley|Sarah Chalke|Derek Richardson|Mason Vale Cotton|David DeLuise,Kevin Deters|Stevie Wermers,No one does stealth like an Elf,holiday|santa claus,2009
Walled In,Mischa Barton|Cameron Bright|Deborah Kara Unger|Noam Jenkins|Eugene Clark,Gilles Paquet-Brenner,Some secrets are best left buried.,suicide|sex|based on novel|explosive|architect,2009
The Human Centipede (First Sequence),Dieter Laser|Ashley C. Williams|Ashlynn Yennie|Akihiro Kitamura|Andreas Leupold,Tom Six,Their flesh is his fantasy,surgeon|kidnapping|body mutilation|psychosis|body horror,2009
Dragonball Evolution,Justin Chatwin|Joon Park|Jamie Chung|Emmy Rossum|James Marsters,James Wong,The legend comes to life.,karate|superhero|revenge|dragon|duringcreditsstinger,2009
John Rabe,Ulrich Tukur|Dagmar Manzel|Steve Buscemi|Daniel BrÃ¼hl|Zhang Jingchu,Florian Gallenberger,History Needs Extraordinary Heroes,japan|china|biography|ns-zeit|life-saver,2009
Sorority Row,Rumer Willis|Briana Evigan|Jamie Chung|Leah Pipes|Teri Andrzejewski,Stewart Hendler,The Sisters of Theta Pi Are Dying To Keep a Secret.,graduation|killer|horror movie remade|sorority house,2009
Middle of Nowhere,Susan Sarandon|Eva Amurri Martino|Anton Yelchin|Justin Chatwin|Brea Grant,John Stockwell,Life Without a Road Map...,mother daughter relationship|summer|real life mother and daughter playing mother and daughter|beauty pageant,2009
The House of the Devil,Jocelin Donahue|Mary Woronov|Greta Gerwig|AJ Bowen|Heather Robb,Ti West,Talk on the phone. Finish your homework. Watch TV. Die.,ritual|cult|independent film|human sacrifice|eclipse,2009
The Revenant,Chris Wylde|David Anders|Louise Griffiths|Jacy King,D. Kerry Prior ,What could be worse than having your best friend die?,police|vigilante|blood|gangster|revenant,2009
Deep in the Valley,Rachel Specter|Denise Richards|Brendan Hines|Chris Pratt|Blanca Soto,Christian Forte,Where Every Fantasy Comes True,sex comedy,2009
Nowhere Boy,Aaron Taylor-Johnson|Kristin Scott Thomas|David Morrissey|Anne-Marie Duff|Sam Bell,Sam Taylor-Johnson,As a boy all John Lennon needed was love.,musical|crying|dark past|kidnapping attempt|reference to tchaikovsky,2009
Princess Protection Program,Selena Gomez|Demi Lovato|Jamie Chung|Nicholas Braun|Kevin G. Schmidt,Allison Liddi-Brown,Royality meets reality.,secret identity|island|monarchy|high school|princess,2009
Arlen Faber,Jeff Daniels|Lauren Graham|Lou Taylor Pucci|Kat Dennings|Olivia Thirlby,John Hindman,He wrote the book on life's big questions. But the truth is he hasn't got a clue.,chiropractor,2009
Fired Up!,Nicholas D'Agosto|Eric Christian Olsen|Sarah Roemer|Molly Sims|Danneel Ackles,Will Gluck,2 Guys. 300 Girls. You Do the Math.,cheerleading|aftercreditsstinger|duringcreditsstinger,2009
Cherrybomb,Rupert Grint|Robert Sheehan|Kimberley Nixon|James Nesbitt,Lisa Barros D'Sa|Glenn Leyburn,Two guys.One girl.Game on.,independent film|woman director,2009
World's Greatest Dad,Robin Williams|Alexie Gilmore|Daryl Sabara|Geoff Pierson|Henry Simmons,Bobcat Goldthwait,Lance Clayton is about to get everything he deserves.,male nudity|poetry|adolescence|lie|nudity,2009
The Girlfriend Experience,Sasha Grey|Chris Santos|Peter Zizzo|Timothy J. Cox|Timothy Davis,Steven Soderbergh,See it with someone you ****,infidelity|economy|client|hooker|independent film,2009
Night of the Demons,Edward Furlong|Shannon Elizabeth|Monica Keena|Diora Baird|Michael Copon,Adam Gierasch,Come on in ... It's going to be a HELL of a party!,halloween|halloween party|demon|faked death,2009
Damage,Steve Austin|Lynda Boyd|Laura Vandervoort|Walton Goggins|William B. Davis,Jeff King,Bring The Pain.,ex-detainee|paternity|fistfight,2009
Cold Souls,Paul Giamatti|Emily Watson|Dina Korzun|David Strathairn|Katheryn Winnick,Sophie Barthes,A soul searching comedy.,soul selling|woman director,2009
Into the Blue 2: The Reef,Chris Carmack|Laura Vandervoort|Audrina Patridge|Marsha Thomason|David Anders,Stephen Herek,It's not another day at the beach.,chance,2009
When You're Strange,Johnny Depp|John Densmore|Robby Krieger|Ray Manzarek|Jim Morrison,Tom DiCillo,A film about The Doors,the doors|gang|rock band,2009
Leningrad,Gabriel Byrne|Mira Sorvino|Armin Mueller-Stahl|Alexander Beyer|Christian Berkel,Aleksandr Buravsky,Some fight. Others fall. All are heroes.,journalist|world war ii|wolf's lair|st. petersburg|restaurant critic,2009
Hulk vs. Thor,Graham McTavish|Fred Tatasciore|Matthew Wolf|Jay Brazeau|Grey Griffin,Sam Liu,A Battle Between God and Monster,marvel comic|superhero|hulk|norse mythology|superhuman strength,2009
12 Men of Christmas,Kristin Chenoweth|Josh Hopkins|Anna Chlumsky|Erin Dilly|Stephen Huszar,Arlene Sanford,Calendar Girls meets The Full Monty,montana|sister sister relationship|rocky mountains|underwear|calendar,2009
Under the Sea 3D,Jim Carrey,Howard Hall,A world beyond imagination.,sea|australia|underwater|imax|south pacific,2009
Frequently Asked Questions About Time Travel,Chris O'Dowd|Dean Lennox Kelly|Anna Faris|Meredith MacNeill|Marc Wootton,Gareth Carrivick,Three guys. One pub. Too much time on their hands.,time travel|pub,2009
Post Grad,Alexis Bledel|Zach Gilford|Rodrigo Santoro|Jane Lynch|Carol Burnett,Vicky Jenson,A Pre-Life Crisis.,career|family|unemployment|woman director|graduation speech,2009
Paper Heart,Michael Cera|Charlyne Yi|Jake Johnson|Gill Summers|Martin Starr,Nicholas Jasenovec,A story about love that's taking on a life on its own.,love|independent film|aftercreditsstinger,2009
Across the Hall,Mike Vogel|Brittany Murphy|Danny Pino|Brad Greenquist|Arie Verveen,Alex Merkin,Your worst fears are waiting...,hotel|neo-noir,2009
The Hills Run Red,Sophie Monk|William Sadler|Tad Hilgenbrink|Janet Montgomery|Mike Straub,Dave Parker,Trespassers will be slaughtered...,movie in movie|slasher,2009
The Loved Ones,Xavier Samuel|Jessica McNamee|Robin McLeavy|Victoria Thaine|John Brumpton,Sean Byrne,Don't break her heart,killing|high school|female killer|revenge|prom,2009
Everybody's Fine,Robert De Niro|Drew Barrymore|Kate Beckinsale|Sam Rockwell|Melissa Leo,Kirk Jones,Frank's travelling light but carrying excess baggage.,family relationships|doctor|retired|visit|widower,2009
ZMD: Zombies of Mass Destruction,Janette Armand|Doug Fahl|Cooper Hopkins|Bill Johns|Russell Hodgkinson,Kevin Hamedani,They're just like you ... only dead,racist|religion,2009
Stolen Lives,Jon Hamm|Josh Lucas|Rhona Mitra|James Van Der Beek|Jessica Chastain,Anders Anderson,Secrets from the past don't stay buried.,loss of child|grieving widower,2009
The Jerk Theory,Josh Henderson|Tom Arnold|Jenna Dewan|Lauren Storm|Kellie Cockrell,Scott S. Anderson,Treating girls wrong never felt so right... Until he met her.,high school|singer|dating|american football player,2009
Perrierâ€™s Bounty,Cillian Murphy|Brendan Gleeson|Jim Broadbent|Padraic Delaney|Natalie Britton,Ian Fitzgibbon,Blood is thicker than water. Nothing is thicker than thieves.,suspense,2009
Alabama Moon,John Goodman|Jimmy Bennett|Clint Howard|Gabriel Basso|Uriah Shelton,Tim McCanlies,An adventure for the boy in all of us.,wilderness|boy|best friend,2009
The Six Wives of Henry Lefay,Elisha Cuthbert|Tim Allen|Jenna Elfman|Andie MacDowell|Lindsay Sloane,Howard Michael Gould,Can't live with them - can't live without them.,mexico|sailing|funeral|wife|daughter,2009
TiMER,Emma Caulfield|Michelle Borth|John Patrick Amedori|Desmond Harrington|JoBeth Williams,Jac Schaeffer,You can't hurry love.,arranged marriage|failure|near future|woman director,2009
Like Dandelion Dust,Mira Sorvino|Barry Pepper|Cole Hauser|Kate Levering,Jon Gunn,Sometimes the greatest love is letting go.,based on novel|independent film,2009
Homecoming,Mischa Barton|Jessica Stroup|Matt Long|Michael Landes|Allen Williamson,Morgan J. Freeman,A girl never forgets her first love...,american football|jealousy|secret|small town|obsession,2009
Amreeka,Nisreen Faour|Melkar Muallem|Hiam Abbass|Alia Shawkat|Jenna Kawar,Cherien Dabis,Life's best adventures are journeys of the heart.,illinois|independent film|white castle|woman director,2009
The Cell 2,Tessie Santiago|Chris Bruno|Frank Whaley|Bart Johnson|Michael Flynn,Tim Iacofano,In the mind of a mad man,amnesia|suspense|serial killer|psychic|investigator,2009
BrÃ¼no,Sacha Baron Cohen|Richard Bey|Ron Paul|Gustaf Hammarsten|Clifford BaÃ±agale,Larry Charles,Borat was so 2006,gay|fame|mockumentary|hollywood|lgbt,2009
Wizards of Waverly Place: The Movie,Selena Gomez|Jake T. Austin|David Henrie|Maria Canals-Barrera|David DeLuise,Lev L. Spiro,Family vacations can be tricky.,island|magic|adventure|foreign language|based on tv series,2009
Futurama: Into the Wild Green Yonder,Billy West|Katey Sagal|John DiMaggio|Lauren Tom|Phil LaMarr,Peter Avanzino,All the other galaxies will be green with envy!,megaphone|feminism|future|wormhole|alien life-form,2009
The King of Fighters,Sean Faris|Maggie Q|Ray Park|Will Yun Lee|David Leitch,Gordon Chan,A tournament of legends.,nurse|prophecy|cia|undercover|mass murder,2009
Mystery Team,Donald Glover|Aubrey Plaza|Dominic Dierkes|D.C. Pierson|Matt Walsh,Dan Eckman,No case too hard. No case too tough.,detective|cocaine|male friendship|strip club|costume,2009
The Hunt for Gollum,Adrian Webster|Patrick O'Connor|Arin Alldridge|Rita Ramnani|Gareth Brough,Chris Bouchard,Not all who wander are lost...,middle-earth (tolkien)|the lord of the rings,2009
Uncertainty,Joseph Gordon-Levitt|Lynn Collins|Assumpta Serna|Nelson Landrieu|Manoel Felciano,Scott McGehee|David Siegel,The choice is theirs.,independent film,2009
The Canyon,Will Patton|Eion Bailey|Yvonne Strahovski|Wendy Worthington|Christopher Sweeney,Richard Harrah,Surviving is just the beginning,suspense|independent film,2009
Did You Hear About The Morgans?,Hugh Grant|Sarah Jessica Parker|Mary Steenburgen|Sam Elliott|Natalia Klimas,Marc Lawrence,We're not in Manhattan anymore.,witness protection|comedy|duringcreditsstinger,2009
The Grudge 3,Johanna Braddy|Gil McKinney|Emi Ikehata|Jadie-Rose Hobson|Beau Mirchoff,Toby Wilkins,You can't escape the curse.,brother sister relationship|broken neck|curse|stabbing|gothic,2009
The Shortcut,Drew Seeley|Shannon Woodward|Dave Franco|Katrina Bowden|Raymond J. Barry,Nicholaus Goossen,Some urban legends are real,suspense,2009
To Save A Life,Randy Wayne|Deja Kreutzberg|Joshua Weigel|Steven Crowder|Kim Hidalgo,Brian Baugh,Some people are just dying to be heard.,christian|independent film,2009
Trailer Park Boys: Countdown to Liquor Day,John Paul Tremblay|Robb Wells|Mike Smith|John Dunsworth|Lucy Decoutere,Mike Clattenburg,The only difference between you and them is a coupla drinks.,nudity|white trash|jack daniels|marijuana,2009
The Messengers 2: The Scarecrow,Erbi Ago|Darcy Fowers|Kalina Green|Michael McCoy|Norman Reedus,Martin Barnewitz,The Beginning Of The End,prequel|child driving tractor|hit by a truck|killer scarecrow,2009
Against the Dark,Steven Seagal|Linden Ashby|Jenna Harrison|Danny Midwinter|Emma Catherwood,Richard Crudo,He lives by the sword. They will die by it.,underground|vampire|zombies,2009
Stan Helsing,Diora Baird|Leslie Nielsen|Steve Howey|Kenan Thompson|Tara Wilson,Bo Zenga,The most feared monsters in cinematic history have met their match...,halloween|slapstick|duringcreditsstinger,2009
Heartless,Jim Sturgess|Noel Clarke|Eddie Marsan|Luke Treadaway|Timothy Spall,Philip Ridley,The darker it gets the more you see,gangster boss|birthmark|pact with the devil,2009
Life,David Attenborough|Oprah Winfrey,Martha Holmes|Simon Blakeney|Stephen Lyle,From the Makers of Planet Earth,plants|animal species|biology|wildlife|ecology,2009
Mao's Last Dancer,Chi Cao|Chengwu Guo|Wen Bin Huang|Joan Chen|Bruce Greenwood,Bruce Beresford,æœ€åŽçš„èˆžè€…,costume|song|village|promise|ballet,2009
Loose Change 9/11: An American Coup,Daniel Sunjata,Dylan Avery,Does History Repeat Itself?,conspiracy theory,2009
Down Terrace,Robert Hill|Robin Hill|Julia Deakin|David Schaal|Tony Way,Ben Wheatley,You're only as good as the people you know.,murder|dark comedy|crime family,2009
A Very Potter Musical,Darren Criss|Joey Richter|Bonnie Gruesen|Lauren Lopez|Joseph Walker,Matt Lang,The awesomeness begins,musical,2009
The Damned United,Colm Meaney|Henry Goodman|Michael Sheen|Timothy Spall|Jim Broadbent,Tom Hooper,They love me for what I'm not... ...they hate me for what I am.,england|leeds united|sport|brighton|soccer,2009
The War Boys,Benjamin Walker|Peter Gallagher|Brian J. Smith|Victor Rasuk|Greg Serano,Ron Daniels,The border: where dreams begin and end. A fence. A line drawn in the sand. A war zone.,independent film,2009
Don McKay,Thomas Haden Church|Elisabeth Shue|Melissa Leo|M. Emmet Walsh|Keith David,Jake Goldberger,Some secrets are better left buried.,independent film,2009
Book of Blood,Jonas Armstrong|Sophie Ward|Clive Russell|Paul Blair|Doug Bradley,John Harrison,The dead will not be silenced.,last judgment|afterlife|paranormal|barker,2009
The Winning Season,Sam Rockwell|Emma Roberts|Shareeka Epps|Emily Rios|Rooney Mara,Jim Strouse,It took a bunch of girls to make him man up.,alcohol|restaurant|immigrant|bus ride|bicycle,2009
Today's Special,Aasif Mandvi|Jess Weixler|Naseeruddin Shah|Aarti Mann|Dean Winters,David Kaplan,Life Has No Recipe,indian food|queens new york city|business card|muslim american,2009
Table for Three,Jesse Bradford|Sophia Bush|Brandon Routh|Jennifer Morrison,Michael Samonek,Never trust a perfect couple.,roommate|romantic comedy|independent film|roommate relationship,2009
Jim Jefferies: I Swear to God,Jim Jefferies,John Moffitt,Heaven Help Us,stand-up|stand up comedy,2009
Inception,Leonardo DiCaprio|Joseph Gordon-Levitt|Ellen Page|Tom Hardy|Ken Watanabe,Christopher Nolan,Your mind is the scene of the crime.,loss of lover|dream|sleep|subconsciousness|heist,2010
Alice in Wonderland,Mia Wasikowska|Johnny Depp|Anne Hathaway|Helena Bonham Carter|Crispin Glover,Tim Burton,You're invited to a very important date.,based on novel|fictional place|queen|alice in wonderland|fantastic,2010
Harry Potter and the Deathly Hallows: Part 1,Daniel Radcliffe|Emma Watson|Rupert Grint|Ralph Fiennes|Helena Bonham Carter,David Yates,One Wayâ€¦ One Fateâ€¦ One Hero.,corruption|isolation|radio|magic|teleportation,2010
Despicable Me,Steve Carell|Jason Segel|Russell Brand|Julie Andrews|Will Arnett,Pierre Coffin|Chris Renaud,Superbad. Superdad.,adoptive father|orphanage|life's dream|rival|stealing,2010
The Expendables,Sylvester Stallone|Jason Statham|Dolph Lundgren|Eric Roberts|Randy Couture,Sylvester Stallone,Choose Your Weapon.,tattoo|martial arts|sniper|island|mercenary,2010
How to Train Your Dragon,Jay Baruchel|Gerard Butler|Craig Ferguson|America Ferrera|Jonah Hill,Dean DeBlois|Chris Sanders,One adventure will change two worlds,flying|blacksmith|arena|island|night,2010
Shutter Island,Leonardo DiCaprio|Mark Ruffalo|Ben Kingsley|Emily Mortimer|Michelle Williams,Martin Scorsese,Someone is missing.,based on novel|island|hurricane|investigation|psychiatric hospital,2010
TRON: Legacy,Garrett Hedlund|Jeff Bridges|Olivia Wilde|Bruce Boxleitner|Yaya DaCosta,Joseph Kosinski,The Game Has Changed.,artificial intelligence|dystopia|thriller|alternative|imax,2010
Tangled,Zachary Levi|Mandy Moore|Donna Murphy|Ron Perlman|M.C. Gainey,Nathan Greno|Byron Howard,They're taking adventure to new lengths.,hostage|horse|fairy tale|musical|princess,2010
Toy Story 3,Tom Hanks|Tim Allen|Ned Beatty|Joan Cusack|Michael Keaton,Lee Unkrich,No toy gets left behind.,hostage|college|toy|barbie|animation,2010
Salt,Angelina Jolie|Liev Schreiber|Corey Stoll|Chiwetel Ejiofor|Daniel Olbrychski,Phillip Noyce,Who is Salt?,bomb|usa|assassination|taxi|spy,2010
127 Hours,James Franco|Kate Mara|Amber Tamblyn|ClÃ©mence PoÃ©sy|Lizzy Caplan,Danny Boyle,There is no force more powerful than the will to live.,mountains|despair|adventure|utah|alone,2010
Easy A,Emma Stone|Stanley Tucci|Amanda Bynes|Cam Gigandet|Lisa Kudrow,Will Gluck,The rumour-filled totally false account of how I ruined my flawless reputation.,lie|high school|school|teen movie|rumor,2010
The Chronicles of Narnia: The Voyage of the Dawn Treader,Skandar Keynes|Georgie Henley|Simon Pegg|Gary Sweet|Arthur Angel,Michael Apted,Return to magic. Return to hope. Return to Narnia.,based on novel|magic|good vs evil|king|narnia,2010
Kick-Ass,Aaron Taylor-Johnson|ChloÃ« Grace Moretz|Christopher Mintz-Plasse|Nicolas Cage|Mark Strong,Matthew Vaughn,Shut up. Kick ass.,flying|confession|crime fighter|secret identity|superhero,2010
The Tourist,Johnny Depp|Angelina Jolie|Paul Bettany|Timothy Dalton|Steven Berkoff,Florian Henckel von Donnersmarck,It all started when he met a woman,paris|hotel|false identity|undercover agent|romance,2010
Prince of Persia: The Sands of Time,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley|Alfred Molina|Steve Toussaint,Mike Newell,Defy the Future,persia|sandstorm|brother against brother|armageddon|regent,2010
True Grit,Jeff Bridges|Hailee Steinfeld|Matt Damon|Josh Brolin|Barry Pepper,Ethan Coen|Joel Coen,Punishment Comes One Way or Another.,loss of father|father murder|texas ranger|alcoholism|betrayal,2010
Clash of the Titans,Sam Worthington|Liam Neeson|Ralph Fiennes|Gemma Arterton|Jason Flemyng,Louis Leterrier,Titans will clash.,hades|mythology|greek mythology|zeus|medusa,2010
The Sorcerer's Apprentice,Nicolas Cage|Jay Baruchel|Monica Bellucci|Alfred Molina|Teresa Palmer,Jon Turteltaub,It's The Coolest Job Ever.,witch|fire|wolf|fountain|magic,2010
Letters to Juliet,Amanda Seyfried|Gael GarcÃ­a Bernal|Vanessa Redgrave|Christopher Egan|Marcia DeBonis,Gary Winick,What if you had a second chance to find true love?,italy|letter|romantic comedy|american abroad|boyfriend girlfriend,2010
The Social Network,Jesse Eisenberg|Andrew Garfield|Justin Timberlake|Armie Hammer|Max Minghella,David Fincher,You don't get to 500 million friends without making a few enemies.,hacker|hacking|creator|social network|deposition,2010
Scott Pilgrim vs. the World,Michael Cera|Mary Elizabeth Winstead|Kieran Culkin|Chris Evans|Anna Kendrick,Edgar Wright,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,whipping|hipster|underage girlfriend|animated flashback|character's point of view camera shot,2010
Predators,Topher Grace|Alice Braga|Laurence Fishburne|Adrien Brody|Danny Trejo,NimrÃ³d Antal,Fear is Reborn,hunter|predator|yakuza|hunting human beings|alien life-form,2010
Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman|Brandon T. Jackson|Alexandra Daddario|Jake Abel|Sean Bean,Chris Columbus,Worlds Collide,monster|greek mythology|god|poseidon Â |lightning bolt,2010
Shrek Forever After,Mike Myers|Eddie Murphy|Cameron Diaz|Antonio Banderas|Julie Andrews,Mike Mitchell,It ain't Ogre... Til it's Ogre,ogre|3d,2010
Dear John,Amanda Seyfried|Channing Tatum|Henry Thomas|Richard Jenkins|Scott Porter,Lasse HallstrÃ¶m,Love brought them together will fate tear them apart.,based on novel|army|love|u.s. soldier|nicholas sparks,2010
The A-Team,Liam Neeson|Bradley Cooper|Jessica Biel|Sharlto Copley|Patrick Wilson,Joe Carnahan,There Is No Plan B,war crimes|military court|military service|double crossed|aftercreditsstinger,2010
RED,Bruce Willis|John Malkovich|Helen Mirren|Mary-Louise Parker|Karl Urban,Robert Schwentke,Still armed. Still dangerous. Still got it.,cia|retirement|shot to death|sniper rifle|retired,2010
Machete,Danny Trejo|Michelle Rodriguez|Jessica Alba|Robert De Niro|Lindsay Lohan,Robert Rodriguez|Ethan Maniquis,He was given an offer he couldn't refuse...,illegal immigration|immigration law|machete|politician|death of a child,2010
Grown Ups,Adam Sandler|Salma Hayek|Maria Bello|Steve Buscemi|Maya Rudolph,Dennis Dugan,Boys will be boys. . . some longer than others.,overweight|swing|foot|convertible|arrow,2010
The Book of Eli,Denzel Washington|Gary Oldman|Michael Gambon|Mila Kunis|Jennifer Beals,Albert Hughes|Allen Hughes,Some will kill to have it. He will kill to protect it.,book|post-apocalyptic|dystopia|faith|blind,2010
Date Night,Steve Carell|Tina Fey|Mark Wahlberg|Taraji P. Henson|Jimmi Simpson,Shawn Levy,One ordinary couple. One little white lie.,date|corruption|taxi|expensive restaurant|wife husband relationship,2010
The Town,Ben Affleck|Rebecca Hall|Jeremy Renner|Jon Hamm|Blake Lively,Ben Affleck,Welcome to the bank robbery capital of America.,money laundering|ambulance|boston|massachusetts|bank manager,2010
Remember Me,Robert Pattinson|Pierce Brosnan|Emilie de Ravin|Chris Cooper|Lena Olin,Allen Coulter,Live in the moments.,new york|father-son relationship|grieving|romantic drama|young adult,2010
The Twilight Saga: Eclipse,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,David Slade,It all begins ... With a choice.,vampire|graduation|immortality|werewolf,2010
Megamind,Will Ferrell|Brad Pitt|Tina Fey|Jonah Hill|David Cross,Tom McGrath,His brain is off the chain.,saving the world|date|prison|secret identity|fish,2010
The Other Guys,Will Ferrell|Mark Wahlberg|Eva Mendes|Samuel L. Jackson|Dwayne Johnson,Adam McKay,When the cops are busy... Our only hope is...,ceo|fire truck|starts with narration|shot in the shoulder|zip line,2010
30 Days of Night: Dark Days,Kiele Sanchez|Mia Kirshner|Diora Baird|Rhys Coiro|Harold Perrineau,Ben Ketai,Don't walk into the dark.,hero|vampire|supernatural|revenge|rivalry,2010
Insidious,Patrick Wilson|Rose Byrne|Barbara Hershey|Leigh Whannell|Angus Sampson,James Wan,It's not the house that's haunted.,medium|evil spirit|house warming|aftercreditsstinger,2010
Step Up 3D,Rick Malambri|Adam G. Sevani|Joe Slaughter|Sharni Vinson|Alyson Stoner,Jon M. Chu,Two Worlds. One Dream.,musical|duringcreditsstinger|3d,2010
The King's Speech,Colin Firth|Geoffrey Rush|Helena Bonham Carter|Guy Pearce|Timothy Spall,Tom Hooper,Find your voice.,great britain|radio|monarchy|radio transmission|royal family,2010
Love & Other Drugs,Jake Gyllenhaal|Anne Hathaway|Oliver Platt|Hank Azaria|Gabriel Macht,Edward Zwick,Addicted to one-night stands or dependent on one another?,male nudity|female nudity|letter|love|viagra,2010
The Way Back,Colin Farrell|Dejan Angelov|DragoÈ™ Bucur|Ed Harris|Jim Sturgess,Peter Weir,Their escape was just the beginning,escape|india|gulag|american|thug,2010
Last Night,Keira Knightley|Sam Worthington|Eva Mendes|Guillaume Canet|Griffin Dunne,Massy Tadjedin,Temptation can lead anywhere.,new york|infidelity|ex-girlfriend|loyalty|trip,2010
Knight and Day,Tom Cruise|Cameron Diaz|Peter Sarsgaard|Viola Davis|Jordi MollÃ ,James Mangold,Every Hit Man Deserves a Second Shot!,spy|airport|gas station|garage|pilot,2010
Undisputed III: Redemption,Scott Adkins|Mykel Shannon Jenkins|Mark Ivanir|Hristo Shopov|Marko Zaror,Isaac Florentine,One deadly tournament. Last fight for freedom.,prison|showdown|shotgun|fight|prison cell,2010
Eat Pray Love,Julia Roberts|James Franco|Javier Bardem|Billy Crudup|Richard Jenkins,Ryan Murphy,Let Yourself GO,indonesia|female protagonist|india|divorce|bali,2010
Blue Valentine,Ryan Gosling|Michelle Williams|Mike Vogel|John Doman|Faith Wladyka,Derek Cianfrance,Nobody Baby But You And Me,dancing|nurse|depression|classroom|bridge,2010
Leap Year,Amy Adams|Matthew Goode|Adam Scott|John Lithgow|Flaminia Cinque,Anand Tucker,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,taxi|bar|wales|marriage proposal|airplane,2010
Green Zone,Matt Damon|Greg Kinnear|Brendan Gleeson|Amy Ryan|Jason Isaacs,Paul Greengrass,Chief Warrant Officer Roy Miller is done following orders,weapon of mass destruction|baghdad|iraqiÂ ,2010
Gulliver's Travels,Emily Blunt|Jason Segel|Jack Black|Amanda Peet|Chris O'Dowd,Rob Letterman,Something big is going down.,journalist|forbidden love|princess|royal court,2010
Charlie St. Cloud,Zac Efron|Amanda Crew|Kim Basinger|Chris Massoglia|Dave Franco,Burr Steers,Life is for living,brother brother relationship|based on novel|sailing|ghost|young adult,2010
The Switch,Jason Bateman|Jennifer Aniston|Jeff Goldblum|Juliette Lewis|Todd Louiso,Josh Gordon|Will Speck,The most unexpected comedy ever conceived.,alcohol|single parent|baby|restaurant|aquarium,2010
The Runaways,Dakota Fanning|Kristen Stewart|Michael Shannon|Riley Keough|Stella Maeve,Floria Sigismondi,It's 1975 and they're about to explode.,women|1970s|publicity|iron|music,2010
Valentine's Day,Jessica Alba|Jessica Biel|Bradley Cooper|Eric Dane|Patrick Dempsey,Garry Marshall,A Love Story. More or Less.,flower|married couple|florist|kiss|single,2010
Don't Be Afraid of the Dark,Katie Holmes|Guy Pearce|Bailee Madison|Alan Dale|Jack Thompson,Troy Nixey,Fear is never just make believe,monster|remake|creature|bathtub|teeth,2010
Saw 3D,Tobin Bell|Costas Mandylor|Betsy Russell|Cary Elwes|Sean Patrick Flanery,Kevin Greutert,The Traps Come Alive,survivor|self help guru|stabbed in the mouth|tricycle|prosthetic arm,2010
The Karate Kid,Jaden Smith|Jackie Chan|Taraji P. Henson|Yu Rong-Guang|Tess Liu,Harald Zwart,A Challenge He Never Imagined. A Teacher He Never Expected.,duringcreditsstinger,2010
