Pete's Dragon,Sean Marshall|Helen Reddy|Mickey Rooney|Red Buttons|Jim Dale,Don Chaffey,Brazzle Dazzle Brilliance!,farm|friendship|part live action|escape|dragon,1977
Saturday Night Fever,John Travolta|Karen Lynn Gorney|Barry Miller|Joseph Cali|Paul Pape,John Badham,Catch it.,dancing master|dance performance|lover (female)|dancing scene|disco,1977
Eraserhead,Jack Nance|Charlotte Stewart|Allen Joseph|Jeanne Bates|Judith Roberts,David Lynch,Where your nightmares end...,baby|mutant|claustrophobia|nightmare|parents-in-law,1977
Black Sunday,Robert Shaw|Bruce Dern|Marthe Keller|Fritz Weaver|Steven Keats,John Frankenheimer,It could be tomorrow!,thriller|american football stadium|dirigible,1977
The Car,James Brolin|Kathleen Lloyd|John Marley|R. G. Armstrong|Doris Dowling,Elliot Silverstein,What evil drives...,small town|supernatural|suspense|desert,1977
Empire of the Ants,Joan Collins|Robert Lansing|John David Carson|Albert Salmi|Jacqueline Scott,Bert I. Gordon,It's no picnic!,florida|mutant|everglades|radioactive|independent film,1977
Rabid,Marilyn Chambers|Frank Moore|Joe Silver|Howard Ryshpan|Patricia Gage,David Cronenberg,Pray it doesn't happen to you.,nudity|vampire|montreal|motor-bike accident|murder,1977
Shock Waves,Peter Cushing|John Carradine|Brooke Adams|Fred Buch|Jack Davidson,Ken Wiederhorn,The Deep End of Horror!,nazis|zombies island|campy|deserted island,1977
Avatar,Sam Worthington|Zoe Saldana|Sigourney Weaver|Stephen Lang|Michelle Rodriguez,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,2009
Up,Ed Asner|Christopher Plummer|Jordan Nagai|Bob Peterson|Delroy Lindo,Bob Peterson|Pete Docter,Fly Up to Venezuela,central and south america|balloon|animation|title spoken by character|floating in the air,2009
Star Trek,Chris Pine|Zachary Quinto|Leonard Nimoy|Eric Bana|Bruce Greenwood,J.J. Abrams,The future begins.,spacecraft|teleportation|space mission|parachute|time travel,2009
Terminator Salvation,Christian Bale|Sam Worthington|Anton Yelchin|Moon Bloodgood|Bryce Dallas Howard,McG,The End Begins.,saving the world|artificial intelligence|prophecy|san francisco|cyborg,2009
District 9,Sharlto Copley|Jason Cope|Nathalie Boltt|Sylvaine Strike|Elizabeth Mkandawie,Neill Blomkamp,You are not welcome here.,slum|street gang|refugee camp|extraterrestrial technology|new zealand,2009
Sherlock Holmes,Robert Downey Jr.|Jude Law|Rachel McAdams|Mark Strong|Eddie Marsan,Guy Ritchie,Nothing escapes him.,detective|scotland yard|coffin|black magic|arrest,2009
Zombieland,Jesse Eisenberg|Woody Harrelson|Emma Stone|Abigail Breslin|Amber Heard,Ruben Fleischer,This place is so dead,survival|zombies|twinkie|zombie spoof|body count,2009
The Proposal,Sandra Bullock|Ryan Reynolds|Mary Steenburgen|Craig T. Nelson|Betty White,Anne Fletcher,Here comes the bribe...,fictitious marriage|deportation|immigration law|romantic comedy|alaska,2009
The Pink Panther 2,Steve Martin|Jean Reno|Emily Mortimer|Andy GarcÃ­a|Alfred Molina,Harald Zwart,Inspect the unexpected.,diamond|clouseau|pink panther,2009
The Ugly Truth,Katherine Heigl|Gerard Butler|Eric Winter|Bree Turner|Nick Searcy,Robert Luketic,The battle of the sexes is on.,romantic comedy|romance|tv morning show|relationship|opposites attract,2009
Fantastic Mr. Fox,George Clooney|Meryl Streep|Jason Schwartzman|Bill Murray|Wallace Wolodarsky,Wes Anderson,Dig the life fantastic!,fox|tree|peasant|revenge|title spoken by character,2009
Coraline,Dakota Fanning|Teri Hatcher|Jennifer Saunders|Dawn French|Keith David,Henry Selick,Be careful what you wish for.,dream|eye|stuffed animal|parallel worlds|button,2009
A Christmas Carol,Gary Oldman|Jim Carrey|Steve Valentine|Daryl Sabara|Sage Ryan,Robert Zemeckis,Season's Greedings,holiday|victorian england|money|christmas eve|scrooge,2009
Paul Blart: Mall Cop,Kevin James|Keir O'Donnell|Jayma Mays|Raini Rodriguez|Shirley Knight,Steve Carr,Safety Never Takes A Holiday.,security guard|duringcreditsstinger,2009
Law Abiding Citizen,Jamie Foxx|Gerard Butler|Colm Meaney|Bruce McGill|Leslie Bibb,F. Gary Gray,The System Must Pay.,tattoo|secret passage|baseball bat|deal|explosion,2009
Knowing,Nicolas Cage|Rose Byrne|Chandler Canterbury|Ben Mendelsohn|Nadia Townsend,Alex Proyas,Knowing is everything...,cataclysm|code|drawing and painting|suspense|end of the world,2009
G-Force,Sam Rockwell|PenÃ©lope Cruz|Tracy Morgan|Jon Favreau|Steve Buscemi,Hoyt Yeatman,The world needs bigger heroes,dyr|duringcreditsstinger,2009
Julie & Julia,Meryl Streep|Amy Adams|Stanley Tucci|Chris Messina|Linda Emond,Nora Ephron,Based on Two True Stories,cooking|book|cookbook|blog|recipe,2009
Public Enemies,Christian Bale|Johnny Depp|Giovanni Ribisi|Billy Crudup|Marion Cotillard,Michael Mann,America's Most Wanted.,cinema|hiding place|machinegun|prison guard|escape from prison,2009
Orphan,Vera Farmiga|Peter Sarsgaard|Isabelle Fuhrman|CCH Pounder|Jimmy Bennett,Jaume Collet-Serra,Can you keep a secret?,nun|deaf-mute|orphan|all girl|troubled marriage,2009
All About Steve,Sandra Bullock|Thomas Haden Church|Bradley Cooper|Ken Jeong|DJ Qualls,Phil Traill,A Comedy That Clings,blind date|eccentric|aftercreditsstinger|crossword puzzle|mine shaft,2009
Bride Wars,Anne Hathaway|Kate Hudson|Bryan Greenberg|Chris Pratt|Steve Howey,Gary Winick,May the best bride win,bride|friendship|engagement|rivalry|wedding,2009
State of Play,Russell Crowe|Ben Affleck|Rachel McAdams|Robin Wright|Jason Bateman,Kevin Macdonald,Find The Truth,corruption|assassination|detective|journalist|assassin,2009
The Informant!,Matt Damon|Scott Bakula|Joel McHale|Melanie Lynskey|Ann Dowd,Steven Soderbergh,Based on a tattle-tale.,agriculture|company|witness to murder,2009
Fanboys,Sam Huntington|Chris Marquette|Dan Fogler|Jay Baruchel|Kristen Bell,Kyle Newman,Never tell them the odds.,fan|road trip|fan culture|science fiction|rivalry,2009
Brooklyn's Finest,Richard Gere|Don Cheadle|Ethan Hawke|Wesley Snipes|Vincent D'Onofrio,Antoine Fuqua,This is War. This is Brooklyn.,female nudity|tattoo|gambling|corruption|father-son relationship,2009
Saw VI,Tobin Bell|Costas Mandylor|Betsy Russell|Mark Rolston|Peter Outerbridge,Kevin Greutert,The Game Has Come Full Circle,aftercreditsstinger,2009
The Young Victoria,Emily Blunt|Jim Broadbent|Mark Strong|Paul Bettany|Miranda Richardson,Jean-Marc VallÃ©e,Love rules all,royal family|biography|royalty|period drama|queen victoria,2009
A Serious Man,Michael Stuhlbarg|Richard Kind|Fred Melamed|Sari Lennick|Aaron Wolff,Ethan Coen|Joel Coen,...seriously!,professor|black comedy|telephone call|coen bros|aftercreditsstinger,2009
Whiteout,Kate Beckinsale|Gabriel Macht|Tom Skerritt|Columbus Short|Shawn Doyle,Dominic Sena,See Your Last Breath,airplane|corpse|stich,2009
The Uninvited,Emily Browning|Arielle Kebbel|David Strathairn|Elizabeth Banks|Maya Massar,Charles Guard|Thomas Guard,Can you believe what you see?,evil stepmother|eurocopter ec 120|evil woman|white dress|unsent letter,2009
12 Rounds,John Cena|Ashley Scott|Brian J. White|Aidan Gillen|Steve Harris,Renny Harlin,Survive all 12,police|cops|cat and mouse|family|revenge drama,2009
Whatever Works,Larry David|Evan Rachel Wood|Adam Brooks|Michael McKean|Lyle Kanouse,Woody Allen,A new comedy,love at first sight|runaway|age difference|naivety|christian,2009
Bandslam,Vanessa Hudgens|Aly Michalka|Gaelan Connell|Lisa Kudrow|Scott Porter,Todd Graff,Band Together,new jersey|musical|battle of the bands|teenager|rock band,2009
Elsewhere,Anna Kendrick|Paul Wesley|Tania Raymonde|Olivia Dawn York|Jeff Daniel Phillips,Nathan Hope,Every town has its secrets.,corruption|waitress|secret|small town|dream,2009
Land of the Lost,Will Ferrell|Anna Friel|Danny McBride|Jorma Taccone|Matt Lauer,Brad Silberling,Right place. Wrong time.,alien life-form|dinosaur|primate|duringcreditsstinger,2009
Year One,Jack Black|Michael Cera|Olivia Wilde|Oliver Platt|David Cross,Harold Ramis,Meet your ancestors,temple|slavery|stone age|circumcision|hebrews,2009
My Bloody Valentine,Jensen Ackles|Jaime King|Kerr Smith|Betsy Rue|Edi Gathegi,Patrick Lussier,He's gonna break your heart.,sheriff|miner|delusion|head injury|remake,2009
Old Dogs,Robin Williams|John Travolta|Seth Green|Justin Long|Matt Dillon,Walt Becker,Life is Not Child-Proof.,japanese|camp|co-worker|kids|best frends,2009
My Fake Fiance,Melissa Joan Hart|Joey Lawrence|Nicole Tubiola|Burgess Jenkins|Jason MacDonald,Gil Junger,Need money? Get a Fiance...,wedding|money problems|pretend relationship,2009
An Education,Carey Mulligan|Olivia Williams|Peter Sarsgaard|Alfred Molina|Cara Seymour,Lone Scherfig,Innocence of the Young.,age difference|self-discovery|coming of age|love affair|youth,2009
Astro Boy,Nicolas Cage|Kristen Bell|Bill Nighy|Donald Sutherland|Freddie Highmore,David Bowers,Have a blast.,superhero|title spoken by character,2009
Triangle,Melissa George|Liam Hemsworth|Emma Lung|Rachael Carpani|Michael Dorman,Christopher Smith,A Passage to Hell,ocean|florida|key|yacht|ax,2009
The Hole,Chris Massoglia|Haley Bennett|Nathan Gamble|Bruce Dern|Teri Polo,Joe Dante,What Are You So Afraid Of?,basement|hole|little brother,2009
Fast & Furious,Vin Diesel|Paul Walker|Jordana Brewster|Michelle Rodriguez|John Ortiz,Justin Lin,New Model. Original Parts.,gambling|brother sister relationship|ex-lover|fast|cops,2009
Thick as Thieves,Morgan Freeman|Antonio Banderas|Radha Mitchell|Robert Forster|Rade Serbedzija,Mimi Leder,Never trust a thief.,boardwalk|police investigation|bare midriff|woman director,2009
Che: Part Two,Benicio del Toro|Catalina Sandino Moreno|Franka Potente|DemiÃ¡n Bichir|Ã“scar Jaenada,Steven Soderbergh,A revolutionary life.,biography|che guevara|bolivian army|la paz bolivia,2009
Halloween II,Scout Taylor-Compton|Sheri Moon Zombie|Tyler Mane|Chase Wright Vanek|Brad Dourif,Rob Zombie,Family Is Forever,shotgun|halloween|death of a friend|insanity|number in title,2009
Aliens in the Attic,Carter Jenkins|Austin Butler|Kevin Nealon|Robert Hoffman|Doris Roberts,John Schultz,The aliens vs. the Pearsons,alien|comedy|duringcreditsstinger|beforecreditsstinger|live action and animation,2009
The Descent: Part 2,Shauna Macdonald|Natalie Mendoza|Gavin O'Herlihy|Krysten Cummings|Josh Dallas,Jon Harris,Fear runs deeper,cave|claustrophobia|blood|cowardliness|rescue team,2009
The Collector,Josh Stewart|Michael Reilly Burke|Andrea Roth|Juan FernÃ¡ndez|Madeline Zima,Marcus Dunstan,He always takes one,sadistic|cat|burglar|fight|strip club,2009
Beautiful Kate,Ben Mendelsohn|Rachel Griffiths|Sophie Lowe|Bryan Brown|Maeve Dermody,Rachel Ward,The past is always present.,secret|home|isolation|australia|father,2009
The Infidel,Archie Panjabi|Omid Djalili|Igal Naor|Stewart Scudamore|James Floyd,Josh Appignanesi,A Comedy Of Ethnic Proportions,muslim|culture clash|satire|independent film,2009
Shrink,Kevin Spacey|Mark Webber|Keke Palmer|Jack Huston|Pell James,Jonas Pate,The Doctor is Out,independent film,2009
Bright Star,Abbie Cornish|Ben Whishaw|Paul Schneider|Kerry Fox|Edie Martin,Jane Campion,First love burns brightest.,poet|independent film|duringcreditsstinger|woman director,2009
Defendor,Woody Harrelson|Kat Dennings|Elias Koteas|Sandra Oh|Clark Johnson,Peter Stebbings,An unexpected hero will rise.,crime fighter|delusion|superhero,2009
The Stepfather,Dylan Walsh|Sela Ward|Penn Badgley|Amber Heard|Sherry Stringfield,Nelson McCormick,Daddy's home.,step father|remake,2009
Rampage,Brendan Fletcher|Shaun Sipos|Michael ParÃ©|Lynda Boyd|Matt Frewer,Uwe Boll,Vengeance is ruthless.,rampage|massacre|killing spree,2009
The Cove,Joe Chisholm|Mandy-Rae Cruikshank|Charles Hambleton|Simon Hutchins|Kirk Krack,Louie Psihoyos,Shallow Water. Deep Secret.,japan|ocean|dolphin|nationalism|suffering,2009
The Soloist,Robert Downey Jr.|Jamie Foxx|Catherine Keener|Nelsan Ellis|Michael Bunin,Joe Wright,Life has a mind of its own,newspaper|cello|musical|violin|los angeles,2009
Friday the 13th,Derek Mears|Jared Padalecki|Danielle Panabaker|Amanda Righetti|Travis Van Winkle,Marcus Nispel,Welcome to Crystal Lake,cabin in the woods|teenager|axe murder|camp counselor|jason vorhees,2009
Blood and Bone,Michael Jai White|Julian Sands|Eamonn Walker|Dante Basco|Nona Gaye,Ben Ramsey,Destroy your enemy,tournament|kick|kicked in the leg|prison fight,2009
Hotel for Dogs,Emma Roberts|Jake T. Austin|Don Cheadle|Johnny Simmons|Kyla Pratt,Thor Freudenthal,No stray gets turned away.,adoption|puppy|pitbull|orphan|foster home,2009
Tetro,Vincent Gallo|Maribel VerdÃº|Klaus Maria Brandauer|Alden Ehrenreich|Silvia PÃ©rez,Francis Ford Coppola,Every family has a secret.,confession|based on novel|birthday|nudity|cruise,2009
Whip It,Ellen Page|Landon Pigg|Drew Barrymore|Sarah Habel|Shannon Eagen,Drew Barrymore,Be Your Own Hero,sport|roller derby|duringcreditsstinger|woman director,2009
Solomon Kane,James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,Michael J. Bassett,Fight evil... With evil.,mercenary|murder|stabbed to death|puritan|sorcerer,2009
Virtuality,Nikolaj Coster-Waldau|Kerry BishÃ©|Joy Bryant|Jose Pablo Cantillo|Ritchie Coster,Peter Berg,Reality is only the beginning.,virtual reality|space,2009
City Island,Andy GarcÃ­a|Julianna Margulies|Steven Strait|Dominik GarcÃ­a-Lorido|Ezra Miller,Raymond De Felitta,Truth is stranger than family,secret|fetishism|stripper|family secrets|convict,2009
The Secret of Kells,Evan McGuire|Brendan Gleeson|Liam Hourican|Mick Lally|Michael McGrath,Tomm Moore|Nora Twomey,Turn the darkness into light,barbarian|underwater|trapped|sea monster|woman director,2009
Partly Cloudy,Tony Fucile|Lori Richardson,Peter Sohn,Charming and cute and clever,american football|baby|cloud|alligator|eel,2009
Echelon Conspiracy,Shane West|Edward Burns|Ving Rhames|Martin Sheen|Steven Elder,Greg Marcks,Security comes at a price...,casino|thriller|surveillance|omaha nebraska,2009
Dragonball Evolution,Justin Chatwin|Joon Park|Jamie Chung|Emmy Rossum|James Marsters,James Wong,The legend comes to life.,karate|superhero|revenge|dragon|duringcreditsstinger,2009
Middle of Nowhere,Susan Sarandon|Eva Amurri Martino|Anton Yelchin|Justin Chatwin|Brea Grant,John Stockwell,Life Without a Road Map...,mother daughter relationship|summer|real life mother and daughter playing mother and daughter|beauty pageant,2009
Deep in the Valley,Rachel Specter|Denise Richards|Brendan Hines|Chris Pratt|Blanca Soto,Christian Forte,Where Every Fantasy Comes True,sex comedy,2009
Cherrybomb,Rupert Grint|Robert Sheehan|Kimberley Nixon|James Nesbitt,Lisa Barros D'Sa|Glenn Leyburn,Two guys.One girl.Game on.,independent film|woman director,2009
Damage,Steve Austin|Lynda Boyd|Laura Vandervoort|Walton Goggins|William B. Davis,Jeff King,Bring The Pain.,ex-detainee|paternity|fistfight,2009
Cold Souls,Paul Giamatti|Emily Watson|Dina Korzun|David Strathairn|Katheryn Winnick,Sophie Barthes,A soul searching comedy.,soul selling|woman director,2009
When You're Strange,Johnny Depp|John Densmore|Robby Krieger|Ray Manzarek|Jim Morrison,Tom DiCillo,A film about The Doors,the doors|gang|rock band,2009
Under the Sea 3D,Jim Carrey,Howard Hall,A world beyond imagination.,sea|australia|underwater|imax|south pacific,2009
Post Grad,Alexis Bledel|Zach Gilford|Rodrigo Santoro|Jane Lynch|Carol Burnett,Vicky Jenson,A Pre-Life Crisis.,career|family|unemployment|woman director|graduation speech,2009
The Loved Ones,Xavier Samuel|Jessica McNamee|Robin McLeavy|Victoria Thaine|John Brumpton,Sean Byrne,Don't break her heart,killing|high school|female killer|revenge|prom,2009
TiMER,Emma Caulfield|Michelle Borth|John Patrick Amedori|Desmond Harrington|JoBeth Williams,Jac Schaeffer,You can't hurry love.,arranged marriage|failure|near future|woman director,2009
The Cell 2,Tessie Santiago|Chris Bruno|Frank Whaley|Bart Johnson|Michael Flynn,Tim Iacofano,In the mind of a mad man,amnesia|suspense|serial killer|psychic|investigator,2009
BrÃ¼no,Sacha Baron Cohen|Richard Bey|Ron Paul|Gustaf Hammarsten|Clifford BaÃ±agale,Larry Charles,Borat was so 2006,gay|fame|mockumentary|hollywood|lgbt,2009
The King of Fighters,Sean Faris|Maggie Q|Ray Park|Will Yun Lee|David Leitch,Gordon Chan,A tournament of legends.,nurse|prophecy|cia|undercover|mass murder,2009
The Hunt for Gollum,Adrian Webster|Patrick O'Connor|Arin Alldridge|Rita Ramnani|Gareth Brough,Chris Bouchard,Not all who wander are lost...,middle-earth (tolkien)|the lord of the rings,2009
Uncertainty,Joseph Gordon-Levitt|Lynn Collins|Assumpta Serna|Nelson Landrieu|Manoel Felciano,Scott McGehee|David Siegel,The choice is theirs.,independent film,2009
The Grudge 3,Johanna Braddy|Gil McKinney|Emi Ikehata|Jadie-Rose Hobson|Beau Mirchoff,Toby Wilkins,You can't escape the curse.,brother sister relationship|broken neck|curse|stabbing|gothic,2009
The Shortcut,Drew Seeley|Shannon Woodward|Dave Franco|Katrina Bowden|Raymond J. Barry,Nicholaus Goossen,Some urban legends are real,suspense,2009
Mao's Last Dancer,Chi Cao|Chengwu Guo|Wen Bin Huang|Joan Chen|Bruce Greenwood,Bruce Beresford,æœ€åŽçš„èˆžè€…,costume|song|village|promise|ballet,2009
Book of Blood,Jonas Armstrong|Sophie Ward|Clive Russell|Paul Blair|Doug Bradley,John Harrison,The dead will not be silenced.,last judgment|afterlife|paranormal|barker,2009
Today's Special,Aasif Mandvi|Jess Weixler|Naseeruddin Shah|Aarti Mann|Dean Winters,David Kaplan,Life Has No Recipe,indian food|queens new york city|business card|muslim american,2009
Table for Three,Jesse Bradford|Sophia Bush|Brandon Routh|Jennifer Morrison,Michael Samonek,Never trust a perfect couple.,roommate|romantic comedy|independent film|roommate relationship,2009
Despicable Me,Steve Carell|Jason Segel|Russell Brand|Julie Andrews|Will Arnett,Pierre Coffin|Chris Renaud,Superbad. Superdad.,adoptive father|orphanage|life's dream|rival|stealing,2010
The Expendables,Sylvester Stallone|Jason Statham|Dolph Lundgren|Eric Roberts|Randy Couture,Sylvester Stallone,Choose Your Weapon.,tattoo|martial arts|sniper|island|mercenary,2010
Shutter Island,Leonardo DiCaprio|Mark Ruffalo|Ben Kingsley|Emily Mortimer|Michelle Williams,Martin Scorsese,Someone is missing.,based on novel|island|hurricane|investigation|psychiatric hospital,2010
TRON: Legacy,Garrett Hedlund|Jeff Bridges|Olivia Wilde|Bruce Boxleitner|Yaya DaCosta,Joseph Kosinski,The Game Has Changed.,artificial intelligence|dystopia|thriller|alternative|imax,2010
Toy Story 3,Tom Hanks|Tim Allen|Ned Beatty|Joan Cusack|Michael Keaton,Lee Unkrich,No toy gets left behind.,hostage|college|toy|barbie|animation,2010
Salt,Angelina Jolie|Liev Schreiber|Corey Stoll|Chiwetel Ejiofor|Daniel Olbrychski,Phillip Noyce,Who is Salt?,bomb|usa|assassination|taxi|spy,2010
Kick-Ass,Aaron Taylor-Johnson|ChloÃ« Grace Moretz|Christopher Mintz-Plasse|Nicolas Cage|Mark Strong,Matthew Vaughn,Shut up. Kick ass.,flying|confession|crime fighter|secret identity|superhero,2010
Clash of the Titans,Sam Worthington|Liam Neeson|Ralph Fiennes|Gemma Arterton|Jason Flemyng,Louis Leterrier,Titans will clash.,hades|mythology|greek mythology|zeus|medusa,2010
Predators,Topher Grace|Alice Braga|Laurence Fishburne|Adrien Brody|Danny Trejo,NimrÃ³d Antal,Fear is Reborn,hunter|predator|yakuza|hunting human beings|alien life-form,2010
Shrek Forever After,Mike Myers|Eddie Murphy|Cameron Diaz|Antonio Banderas|Julie Andrews,Mike Mitchell,It ain't Ogre... Til it's Ogre,ogre|3d,2010
The A-Team,Liam Neeson|Bradley Cooper|Jessica Biel|Sharlto Copley|Patrick Wilson,Joe Carnahan,There Is No Plan B,war crimes|military court|military service|double crossed|aftercreditsstinger,2010
Remember Me,Robert Pattinson|Pierce Brosnan|Emilie de Ravin|Chris Cooper|Lena Olin,Allen Coulter,Live in the moments.,new york|father-son relationship|grieving|romantic drama|young adult,2010
Megamind,Will Ferrell|Brad Pitt|Tina Fey|Jonah Hill|David Cross,Tom McGrath,His brain is off the chain.,saving the world|date|prison|secret identity|fish,2010
Step Up 3D,Rick Malambri|Adam G. Sevani|Joe Slaughter|Sharni Vinson|Alyson Stoner,Jon M. Chu,Two Worlds. One Dream.,musical|duringcreditsstinger|3d,2010
The King's Speech,Colin Firth|Geoffrey Rush|Helena Bonham Carter|Guy Pearce|Timothy Spall,Tom Hooper,Find your voice.,great britain|radio|monarchy|radio transmission|royal family,2010
Last Night,Keira Knightley|Sam Worthington|Eva Mendes|Guillaume Canet|Griffin Dunne,Massy Tadjedin,Temptation can lead anywhere.,new york|infidelity|ex-girlfriend|loyalty|trip,2010
Eat Pray Love,Julia Roberts|James Franco|Javier Bardem|Billy Crudup|Richard Jenkins,Ryan Murphy,Let Yourself GO,indonesia|female protagonist|india|divorce|bali,2010
Blue Valentine,Ryan Gosling|Michelle Williams|Mike Vogel|John Doman|Faith Wladyka,Derek Cianfrance,Nobody Baby But You And Me,dancing|nurse|depression|classroom|bridge,2010
Gulliver's Travels,Emily Blunt|Jason Segel|Jack Black|Amanda Peet|Chris O'Dowd,Rob Letterman,Something big is going down.,journalist|forbidden love|princess|royal court,2010
Charlie St. Cloud,Zac Efron|Amanda Crew|Kim Basinger|Chris Massoglia|Dave Franco,Burr Steers,Life is for living,brother brother relationship|based on novel|sailing|ghost|young adult,2010
Valentine's Day,Jessica Alba|Jessica Biel|Bradley Cooper|Eric Dane|Patrick Dempsey,Garry Marshall,A Love Story. More or Less.,flower|married couple|florist|kiss|single,2010
Saw 3D,Tobin Bell|Costas Mandylor|Betsy Russell|Cary Elwes|Sean Patrick Flanery,Kevin Greutert,The Traps Come Alive,survivor|self help guru|stabbed in the mouth|tricycle|prosthetic arm,2010
Due Date,Zach Galifianakis|Robert Downey Jr.|Michelle Monaghan|Jamie Foxx|Juliette Lewis,Todd Phillips,Leave Your Comfort Zone,highway|slacker|hitchhiker|wallet|sunglasses,2010
The Ghost Writer,Ewan McGregor|Pierce Brosnan|Jon Bernthal|Kim Cattrall|Tom Wilkinson,Roman Polanski,Read between the lies.,london|cia|war crimes|tony blair|author,2010
Jonah Hex,Josh Brolin|John Malkovich|Megan Fox|Michael Fassbender|Will Arnett,Jimmy Hayward,Revenge gets ugly.,gunslinger|dc comics|hell|facial scar|death,2010
Vampires Suck,Chris Riggi|Matt Lanter|Jenn Proske|Ken Jeong|Bradley Dodds,Jason Friedberg|Aaron Seltzer,Some sagas just won't die.,vampire|high school|prom|spoof|horror spoof,2010
Killers,Katherine Heigl|Ashton Kutcher|Tom Selleck|Catherine O'Hara|Alex Borstein,Robert Luketic,Perfect wife. Perfect target.,assassin,2010
Hot Tub Time Machine,John Cusack|Lizzy Caplan|Rob Corddry|Craig Robinson|Clark Duke,Steve Pink,Kick some past,female nudity|one-night stand|time travel|time machine|incest overtones,2010
Let Me In,Kodi Smit-McPhee|ChloÃ« Grace Moretz|Richard Jenkins|Elias Koteas|Sasha Barrese,Matt Reeves,Innocence dies. Abby doesn't.,vampire|child vampire|remake|bully|young boy,2010
Takers,Chris Brown|Hayden Christensen|Matt Dillon|Michael Ealy|Idris Elba,John Luessenhop,Who's Taking Who?,heist,2010
Cop Out,Bruce Willis|Tracy Morgan|Juan Carlos HernÃ¡ndez|Seann William Scott|Michelle Trachtenberg,Kevin Smith,Rock out with your Glock out,new york|money laundering|daughter|police|undercover cop,2010
Mother's Day,Rebecca De Mornay|Jaime King|Patrick John Flueger|Deborah Ann Woll|Frank Grillo,Darren Lynn Bousman,Don't Misbehave.,hostage|vomit|car crash|photograph|pistol,2010
Centurion,Michael Fassbender|Olga Kurylenko|David Morrissey|Liam Cunningham|Dominic West,Neil Marshall,History is written in blood,roman empire|ancient rome|ancient world|britain|behind enemy lines,2010
Shelter,Julianne Moore|Jonathan Rhys Meyers|Jeffrey DeMunn|Frances Conroy|Nate Corddry,BjÃ¶rn Stein|MÃ¥ns MÃ¥rlind,Evil will rise.,soul|faith|supernatural|murder|fear,2010
I Spit on Your Grave,Sarah Butler|Daniel Franzese|Chad Lindberg|Jeff Branson|Rodney Eastman,Steven R. Monroe,It's Date Night,rape|fondling|revenge|writer|strangulation,2010
The Last Exorcism,Ashley Bell|Patrick Fabian|Iris Bahr|Louis Herthum|Caleb Landry Jones,Daniel Stamm,Believe In Him.,exorcism|fraud|evil spirit|human sacrifice|mockumentary,2010
Tooth Fairy,Dwayne Johnson|Stephen Merchant|Ashley Judd|Julie Andrews|Ryan Sheckler,Michael Lembeck,You can't handle the tooth.,fairy|hockey|tooth fairy|tooth|duringcreditsstinger,2010
Fair Game,Naomi Watts|Sean Penn|Ty Burrell|Brooke Smith|Bruce McGill,Doug Liman,Wife. Mother. Spy.,cia|nuclear scientist|iraq|politician|duringcreditsstinger,2010
The Ward,Lyndsy Fonseca|Amber Heard|Danielle Panabaker|Jared Harris|Mamie Gummer,John Carpenter,Only Sanity Can Keep You Alive,nurse|mental disease|orderly|farm|electric shock,2010
Dinner for Schmucks,Steve Carell|Paul Rudd|Stephanie Szostak|Jemaine Clement|Zach Galifianakis,Jay Roach,Takes One To Know One.,mouse|idiot|mind control|taxidermy|aftercreditsstinger,2010
Game of Death,Wesley Snipes|Gary Daniels|Robert Davi|ZoÃ« Bell|Aunjanue Ellis,Giorgio Serafini,Winning is everything,bodyguard,2010
Waiting for Forever,Rachel Bilson|Tom Sturridge|Matthew Davis|Scott Mechlowicz|Richard Jenkins,James Keach,This one grabs your heart!,love|hollywood|unemployed,2010
Skyline,Eric Balfour|Scottie Thompson|David Zayas|Donald Faison|Brittany Daniel,Colin Strause|Greg Strause,Don't look up,missile|light|transformation|low budget|alien,2010
Get Low,Bill Murray|Sissy Spacek|Robert Duvall|Lucas Black|Bill Cobbs,Aaron Schneider,Every secret dies somewhere.,independent film,2010
Winter's Bone,Jennifer Lawrence|John Hawkes|Kevin Breznahan|Dale Dickey|Garret Dillahunt,Debra Granik,Talking Just Causes Witnesses,father|court|bail|drug trade|girl,2010
MacGruber,Will Forte|Kristen Wiig|Val Kilmer|Ryan Phillippe|Maya Rudolph,Jorma Taccone,He's the ultimate tool.,aftercreditsstinger|duringcreditsstinger,2010
Greenberg,Ben Stiller|Greta Gerwig|Rhys Ifans|Jennifer Jason Leigh|Merritt Wever,Noah Baumbach,He's got a lot on his mind.,personal assistant,2010
How Do You Know,Reese Witherspoon|Paul Rudd|Owen Wilson|Jack Nicholson|Kathryn Hahn,James L. Brooks,How do you know it's love?,love triangle|baseball|athlete|aftercreditsstinger,2010
Jackass 3D,Johnny Knoxville|Bam Margera|Ryan Dunn|Steve-O|Chris Pontius,Jeff Tremaine,Don't try this at home,pain|stunt|stuntman|stupidity|comedy,2010
Rubber,Thomas F. Duffy|David Bowe|Stephen Spinella|Roxane Mesquida|Jack Plotnick,Quentin Dupieux,Are you TIRED of the expected?,exploding building|duringcreditsstinger,2010
The Killer Inside Me,Casey Affleck|Kate Hudson|Jessica Alba|Ned Beatty|Tom Bower,Michael Winterbottom,Nobody See's It Coming,sheriff|crime fighter,2010
