mask,image
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/777599_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/777599_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/778195_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/778195_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/828020_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/828020_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/828496_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/828496_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/829654_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/829654_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/830503_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/830503_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/835381_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/835381_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/835617_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/835617_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/836121_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/836121_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/836500_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/836500_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/838237_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/838237_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/838678_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/838678_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/838879_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/838879_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/838963_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/838963_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/839185_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/839185_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/839800_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/839800_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/842108_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/842108_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/970334_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/970334_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/970497_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/970497_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/971487_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/971487_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/971544_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/971544_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/975917_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/975917_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/978312_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/978312_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/155/983227_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/155/983227_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/047557_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/047557_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/048250_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/048250_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/048945_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/048945_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/117014_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/117014_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/121443_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/121443_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/176419_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/176419_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/183101_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/183101_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/187690_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/187690_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/232054_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/232054_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/239417_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/239417_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/253385_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/253385_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/253918_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/253918_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/319620_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/319620_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/354108_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/354108_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/374186_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/374186_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/440329_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/440329_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/445215_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/445215_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/445902_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/445902_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/446617_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/446617_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/511150_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/511150_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/524894_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/524894_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/571075_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/571075_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/576104_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/576104_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/583869_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/583869_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/636028_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/636028_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/636802_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/636802_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/638413_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/638413_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/650086_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/650086_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/651576_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/651576_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/654558_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/654558_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/689771_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/689771_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/720823_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/720823_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/786523_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/786523_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/822584_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/822584_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/852722_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/852722_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/855788_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/855788_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/890077_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/890077_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/907273_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/907273_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/908255_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/908255_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/954999_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/954999_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/156/975393_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/156/975393_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/005159_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/005159_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/018805_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/018805_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/030940_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/030940_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/063690_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/063690_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/070265_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/070265_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/079725_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/079725_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/082618_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/082618_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/087430_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/087430_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/100540_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/100540_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/106449_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/106449_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/118503_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/118503_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/164043_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/164043_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/169137_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/169137_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/183918_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/183918_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/213930_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/213930_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/217050_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/217050_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/219212_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/219212_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/240462_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/240462_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/245492_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/245492_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/247569_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/247569_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/265061_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/265061_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/294590_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/294590_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/297926_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/297926_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/347476_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/347476_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/355288_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/355288_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/378932_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/378932_leftImg8bit.png
/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/gtFine/train/157/429384_gtFine_road_labels.png,/home/somusan/OpencvUni/opencvblog/robotics-series/yolop_idd/idd-segmentation/IDD_Segmentation/leftImg8bit/train/157/429384_leftImg8bit.png
